EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,DE1_.038-.053MEV_E_1/(cm**2-s-sr-MeV),DE2_.053-.103MEV_E_1/(cm**2-s-sr-MeV),DE3_.103-.175MEV_E_1/(cm**2-s-sr-MeV),DE4_.175-.315MEV_E_1/(cm**2-s-sr-MeV)
1998-05-30T17:00:00.000Z,470.48,134.9,61.667,23.434
1998-05-30T18:00:00.000Z,480,135.41,61.706,23.832
1998-05-30T19:00:00.000Z,436.1,130.67,60.714,22.143
1998-05-30T20:00:00.000Z,423.43,126.23,59.306,24.454
1998-05-30T21:00:00.000Z,402.9,132.91,58.284,22.673
1998-05-30T22:00:00.000Z,371.05,121.44,57.847,24.158
1998-05-30T23:00:00.000Z,376.24,131.5,63.036,25.883
1998-05-31T00:00:00.000Z,410.9,153.86,81.508,33.974
1998-05-31T01:00:00.000Z,431.33,177.86,98.77,43.041
1998-05-31T02:00:00.000Z,480.48,202.14,120.04,50.862
1998-05-31T03:00:00.000Z,541.43,233.29,136.51,55.816
1998-05-31T04:00:00.000Z,563.81,251.43,149.7,62.704
1998-05-31T05:00:00.000Z,645.24,279,163,65.816
1998-05-31T06:00:00.000Z,612.86,266.86,156.25,62.143
1998-05-31T07:00:00.000Z,631.43,281.29,162.3,63.878
1998-05-31T08:00:00.000Z,619.05,272.57,160.71,63.673
1998-05-31T09:00:00.000Z,582.38,255.29,146.92,58.673
1998-05-31T10:00:00.000Z,648.1,284.29,165.48,64.388
1998-05-31T11:00:00.000Z,693.33,297.14,168.65,63.52
1998-05-31T12:00:00.000Z,650.48,287,158.63,61.276
1998-05-31T13:00:00.000Z,625.24,271.71,148.41,56.888
1998-05-31T14:00:00.000Z,548.1,230.14,131.45,51.99
1998-05-31T15:00:00.000Z,515.24,218.29,121.13,48.383
1998-05-31T16:00:00.000Z,511.43,220.14,120.54,45.719
1998-05-31T17:00:00.000Z,491.9,212.29,118.45,45.464
1998-05-31T18:00:00.000Z,451.71,198.14,110.52,42.526
1998-05-31T19:00:00.000Z,446.81,193,107.04,40.24
1998-05-31T20:00:00.000Z,435.38,187.71,105.46,39.52
1998-05-31T21:00:00.000Z,426.76,185.71,99.177,38.806
1998-05-31T22:00:00.000Z,417.95,180.43,100.5,38.434
1998-05-31T23:00:00.000Z,398.19,172,94.018,36.648
1998-06-02T00:00:00.000Z,261.9,126.77,66.766,26.153
1998-06-02T01:00:00.000Z,256.9,122.36,68.462,27.209
1998-06-02T02:00:00.000Z,249.57,120.6,67.738,26.816
1998-06-02T03:00:00.000Z,257.05,123.46,65.327,27.061
1998-06-02T04:00:00.000Z,255.38,120.71,66.875,25.842
1998-06-02T05:00:00.000Z,250,121.83,64.256,27.571
1998-06-02T06:00:00.000Z,241.05,124.8,64.683,26.776
1998-06-02T07:00:00.000Z,238.86,117.49,61.647,25.01
1998-06-02T08:00:00.000Z,255.29,119.7,64.325,25.832
1998-06-02T09:00:00.000Z,232.29,115.54,65.208,25.214
1998-06-02T10:00:00.000Z,234.43,117.46,61.28,24.918
1998-06-02T11:00:00.000Z,212.52,116.07,60.962,25.403
1998-06-02T12:00:00.000Z,208.05,116.8,61.032,24.99
1998-06-02T13:00:00.000Z,216.95,110.77,60.565,25.163
1998-06-02T14:00:00.000Z,218.76,112.79,61.28,25.153
1998-06-02T15:00:00.000Z,219.48,114.23,61.954,26.128
1998-06-02T16:00:00.000Z,278.29,125.37,66.587,26.27
1998-06-02T17:00:00.000Z,318.43,132.79,69.425,27.847
1998-06-02T18:00:00.000Z,307.52,131.29,67.738,26.128
1998-06-02T19:00:00.000Z,422.67,150.29,71.528,26.173
1998-06-02T20:00:00.000Z,402.43,152,71.567,27.25
1998-06-02T21:00:00.000Z,394.19,147.71,69.633,26.357
1998-06-02T22:00:00.000Z,422.33,147.57,72.51,28.566
1998-06-02T23:00:00.000Z,394.43,147.29,69.831,27.878
1998-06-03T00:00:00.000Z,344.62,137.94,69.276,25.286
1998-06-03T01:00:00.000Z,343.48,137.83,67.341,25.719
1998-06-03T02:00:00.000Z,319.05,128.56,64.375,24.684
1998-06-03T03:00:00.000Z,322.1,131.64,66.677,26.628
1998-06-03T04:00:00.000Z,356.43,128.66,63.968,25.49
1998-06-03T05:00:00.000Z,352,134.66,64.018,25.459
1998-06-03T06:00:00.000Z,375.76,136.7,66.002,25.347
1998-06-03T07:00:00.000Z,374.9,139.4,66.984,27.546
1998-06-03T08:00:00.000Z,491.43,163.86,71.438,25.929
1998-06-03T09:00:00.000Z,580.95,168.43,72.52,26.995
1998-06-03T10:00:00.000Z,401.24,134.23,64.097,23.923
1998-06-03T11:00:00.000Z,359.86,127.66,61.766,26.133
1998-06-03T12:00:00.000Z,326,121.37,61.24,24.929
1998-06-03T13:00:00.000Z,304.67,117.01,56.488,23.224
1998-06-03T14:00:00.000Z,289.05,119.99,57.927,24.76
1998-06-03T15:00:00.000Z,254.14,109.06,56.696,24.684
1998-06-03T16:00:00.000Z,248.19,109.97,57.282,23.194
1998-06-03T17:00:00.000Z,221.81,106.31,54.296,22.939
1998-06-03T18:00:00.000Z,231.62,113.27,54.623,24.531
1998-06-03T19:00:00.000Z,209.71,102.14,52.331,22.128
1998-06-03T20:00:00.000Z,219.86,102.34,57.411,22.459
1998-06-03T21:00:00.000Z,198,102.54,52.183,22.628
1998-06-03T22:00:00.000Z,208.9,103.7,54.147,22.73
1998-06-03T23:00:00.000Z,214.29,103.1,53.78,22.99
1998-06-04T00:00:00.000Z,199.24,106.4,54.008,21.99
1998-06-04T01:00:00.000Z,217.9,102.77,52.946,23.27
1998-06-04T02:00:00.000Z,205.67,105.76,55.238,22.969
1998-06-04T03:00:00.000Z,206.81,100.34,51.359,22.454
1998-06-04T04:00:00.000Z,207.52,105.63,55.04,22.235
1998-06-04T05:00:00.000Z,211.14,106.57,54.544,22.449
1998-06-04T06:00:00.000Z,207.1,103.81,54.325,22.689
1998-06-04T07:00:00.000Z,210.62,109.79,54.911,22.362
1998-06-04T08:00:00.000Z,216.48,110.16,58.105,24.046
1998-06-04T09:00:00.000Z,229.1,111.6,58.056,25.092
1998-06-04T10:00:00.000Z,258.95,122.31,60.833,24.327
1998-06-04T11:00:00.000Z,364.43,148.71,72.569,28.653
1998-06-04T12:00:00.000Z,488.57,176,80.873,29.556
1998-06-04T13:00:00.000Z,524.76,192.14,88.532,30.015
1998-06-04T14:00:00.000Z,525.71,182,83.611,29.464
1998-06-04T15:00:00.000Z,542.38,188.29,83.502,29.837
1998-06-04T16:00:00.000Z,524.29,181.14,82.202,29.566
1998-06-04T17:00:00.000Z,573.33,196,87.698,29.862
1998-06-04T18:00:00.000Z,591.9,204.43,87.103,29.806
1998-06-04T19:00:00.000Z,662.38,206.71,91.181,30.515
1998-06-04T20:00:00.000Z,704.76,208.86,88.681,30.541
1998-06-04T21:00:00.000Z,759.52,227,92.579,30.224
1998-06-04T22:00:00.000Z,637.62,199.86,86.518,29.434
1998-06-04T23:00:00.000Z,584.29,195,82.351,29.663
1998-06-05T00:00:00.000Z,624.29,205,84.881,29.184
1998-06-05T01:00:00.000Z,583.81,190.29,83.214,28.128
1998-06-05T02:00:00.000Z,614.76,197.14,88.333,29.714
1998-06-05T03:00:00.000Z,639.52,204.14,85.804,29.969
1998-06-05T04:00:00.000Z,683.33,212.43,87.996,31.413
1998-06-05T05:00:00.000Z,653.33,202.71,88.462,31.051
1998-06-05T06:00:00.000Z,586.67,191.71,83.591,27.801
1998-06-05T07:00:00.000Z,696.67,222.14,90.724,30.398
1998-06-05T08:00:00.000Z,736.19,211.29,92.44,30.888
1998-06-05T09:00:00.000Z,727.62,217.43,95.933,31.643
1998-06-05T10:00:00.000Z,621.43,194.43,81.587,29.051
1998-06-05T11:00:00.000Z,574.29,185,80.278,28.98
1998-06-05T12:00:00.000Z,518.57,169.43,74.504,24.668
1998-06-05T13:00:00.000Z,422.14,154.71,73.512,26.051
1998-06-05T14:00:00.000Z,430.81,156.57,74.494,26.908
1998-06-05T15:00:00.000Z,420.24,145.43,69.901,26.485
1998-06-05T16:00:00.000Z,392.29,147.71,67.788,26.918
1998-06-05T17:00:00.000Z,391.95,148.57,70.585,25.959
1998-06-05T18:00:00.000Z,391.52,145.29,72.173,27.148
1998-06-05T19:00:00.000Z,426.76,156,73.462,28.311
1998-06-05T20:00:00.000Z,400.24,151,72.45,26.719
1998-06-05T21:00:00.000Z,411.43,154.43,71.835,27.949
1998-06-05T22:00:00.000Z,420.62,157.86,76.26,28.939
1998-06-05T23:00:00.000Z,422.9,157.43,75.218,29.832
1998-06-06T00:00:00.000Z,444.29,163,78.135,29.694
1998-06-06T01:00:00.000Z,331.71,116.09,57.589,23.694
1998-06-06T01:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T03:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T04:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T04:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T06:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T07:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T07:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T09:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T10:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T10:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T12:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T13:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T13:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T15:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T16:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T16:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T18:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T19:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T19:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T21:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T22:00:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-06-06T22:59:00.000Z,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1998-08-24T00:00:00.000Z,20919,4200,1238.1,261.73
1998-08-24T01:00:00.000Z,21390,4335.7,1296.6,270.51
1998-08-24T02:00:00.000Z,21681,4412.9,1334.3,275.97
1998-08-24T03:00:00.000Z,20386,4092.9,1231.2,251.63
1998-08-24T04:00:00.000Z,20462,4141.4,1237.1,255.92
1998-08-24T05:00:00.000Z,19986,4034.3,1192.5,244.34
1998-08-24T06:00:00.000Z,19643,3904.3,1164.7,242.04
1998-08-24T07:00:00.000Z,18090,3634.3,1089.3,223.32
1998-08-24T08:00:00.000Z,18686,3752.9,1120,231.17
1998-08-24T09:00:00.000Z,17643,3581.4,1065.5,224.8
1998-08-24T10:00:00.000Z,18343,3681.4,1100.2,226.28
1998-08-24T11:00:00.000Z,18038,3648.6,1083.3,222.09
1998-08-24T12:00:00.000Z,17629,3590,1070.4,222.19
1998-08-24T13:00:00.000Z,16771,3422.9,1020.8,212.24
1998-08-24T14:00:00.000Z,15990,3257.1,968.45,198.11
1998-08-24T15:00:00.000Z,14905,3071.4,915.58,189.18
1998-08-24T16:00:00.000Z,14952,3088.6,940.87,193.32
1998-08-24T17:00:00.000Z,13324,2787.1,850.2,179.85
1998-08-24T18:00:00.000Z,13333,2812.9,847.02,176.53
1998-08-24T19:00:00.000Z,13267,2782.9,843.75,175.51
1998-08-24T20:00:00.000Z,12981,2751.4,832.94,170.26
1998-08-24T21:00:00.000Z,12310,2611.4,789.78,163.98
1998-08-24T22:00:00.000Z,14281,4462.9,2402.8,775
1998-08-24T23:00:00.000Z,63810,23814,12133,3879.6
1998-08-25T00:00:00.000Z,154620,49100,21905,6602
1998-08-25T01:00:00.000Z,134240,44471,19167,5571.4
1998-08-25T02:00:00.000Z,126330,35829,14980,4302
1998-08-25T03:00:00.000Z,121430,31900,12976,3789.8
1998-08-25T04:00:00.000Z,101860,25586,10109,2931.6
1998-08-25T05:00:00.000Z,87095,21986,8564.5,2459.2
1998-08-25T06:00:00.000Z,76000,19157,7524.8,2141.8
1998-08-25T07:00:00.000Z,74810,18314,7142.9,2022.4
1998-08-25T08:00:00.000Z,68857,17029,6652.8,1887.8
1998-08-25T09:00:00.000Z,55048,13996,5560.5,1595.4
1998-08-25T10:00:00.000Z,57000,13940,5434.5,1566.3
1998-08-25T11:00:00.000Z,52238,13190,5295.6,1544.4
1998-08-25T12:00:00.000Z,50952,13380,5538.7,1658.2
1998-08-25T13:00:00.000Z,68333,18414,7852.2,2365.8
1998-08-25T14:00:00.000Z,69762,19171,8270.8,2511.7
1998-08-25T15:00:00.000Z,73143,20471,8900.8,2706.6
1998-08-25T16:00:00.000Z,74762,21443,9389.9,2882.7
1998-08-25T17:00:00.000Z,85095,24157,10486,3122.4
1998-08-25T18:00:00.000Z,97000,26886,11438,3356.1
1998-08-25T19:00:00.000Z,113430,31357,13373,3845.4
1998-08-25T20:00:00.000Z,136380,38200,16052,4492.3
1998-08-25T21:00:00.000Z,152860,42771,17748,4859.7
1998-08-25T22:00:00.000Z,168190,46657,19067,5122.4
1998-08-25T23:00:00.000Z,174520,48857,19931,5265.3
1998-08-26T00:00:00.000Z,159860,44600,18304,4868.4
1998-08-26T01:00:00.000Z,397480,105400,38641,9193.9
1998-08-26T02:00:00.000Z,594760,148860,50060,10954
1998-08-26T03:00:00.000Z,541430,132360,43968,9790.8
1998-08-26T04:00:00.000Z,588570,139410,45129,9892.9
1998-08-26T05:00:00.000Z,923330,201570,59325,11980
1998-08-26T06:00:00.000Z,2.25760e+06,446290,115870,20663
1998-08-26T07:00:00.000Z,1.54240e+06,350140,112800,24908
1998-08-26T08:00:00.000Z,1.44480e+06,342570,116570,26867
1998-08-26T09:00:00.000Z,1.44140e+06,362860,131550,31689
1998-08-26T10:00:00.000Z,1.61430e+06,414430,153970,37286
1998-08-26T11:00:00.000Z,2.00810e+06,538000,207240,50760
1998-08-26T12:00:00.000Z,1.78190e+06,479290,184920,45628
1998-08-26T13:00:00.000Z,1.57190e+06,420570,162000,39842
1998-08-26T14:00:00.000Z,1.42140e+06,379000,146230,35990
1998-08-26T15:00:00.000Z,805240,232570,97113,25316
1998-08-26T16:00:00.000Z,743810,214710,89514,23342
1998-08-26T17:00:00.000Z,670000,191710,78472,20311
1998-08-26T18:00:00.000Z,630950,179860,73125,18827
1998-08-26T19:00:00.000Z,556190,155000,62688,16071
1998-08-26T20:00:00.000Z,548100,152860,62093,15893
1998-08-26T21:00:00.000Z,405520,117870,49722,13010
1998-08-26T22:00:00.000Z,355000,106630,45506,11939
1998-08-26T23:00:00.000Z,331000,98629,41855,10990
1998-08-27T00:00:00.000Z,338900,100010,42252,11102
1998-08-27T01:00:00.000Z,331050,96943,41200,10903
1998-08-27T02:00:00.000Z,326900,96657,40675,10571
1998-08-27T03:00:00.000Z,317950,94243,39772,10383
1998-08-27T04:00:00.000Z,306810,94514,40585,10582
1998-08-27T05:00:00.000Z,323050,97086,41468,10765
1998-08-27T06:00:00.000Z,346140,103890,43978,11235
1998-08-27T07:00:00.000Z,351570,106070,45020,11490
1998-08-27T08:00:00.000Z,296520,89586,37480,9520.4
1998-08-27T09:00:00.000Z,275520,82714,34464,8775.5
1998-08-27T10:00:00.000Z,275330,82571,34474,8770.4
1998-08-27T11:00:00.000Z,282380,84657,35169,8908.2
1998-08-27T12:00:00.000Z,303430,90371,37123,9321.4
1998-08-27T13:00:00.000Z,293860,87414,35913,9010.2
1998-08-27T14:00:00.000Z,309000,92100,37798,9438.8
1998-08-27T15:00:00.000Z,303810,90471,37133,9234.7
1998-08-27T16:00:00.000Z,299950,89986,36766,9153.1
1998-08-27T17:00:00.000Z,303050,90257,36815,9168.4
1998-08-27T18:00:00.000Z,298760,88871,36200,8994.9
1998-08-27T19:00:00.000Z,288380,85743,34792,8678.6
1998-08-27T20:00:00.000Z,279330,83543,33998,8494.9
1998-08-27T21:00:00.000Z,259520,77486,31716,7862.2
1998-08-27T22:00:00.000Z,252000,74614,30813,7627.6
1998-08-27T23:00:00.000Z,252520,74700,30823,7596.9
1998-08-28T00:00:00.000Z,235670,70100,29048,7209.2
1998-08-28T01:00:00.000Z,224480,67671,28433,7117.3
1998-08-28T02:00:00.000Z,236950,69600,28542,7066.3
1998-08-28T03:00:00.000Z,238240,69786,28621,7040.8
1998-08-28T04:00:00.000Z,231950,67714,27629,6826.5
1998-08-28T05:00:00.000Z,228050,66571,27292,6688.8
1998-08-28T06:00:00.000Z,223760,65243,26488,6510.2
1998-08-28T07:00:00.000Z,216430,63229,25724,6311.2
1998-08-28T08:00:00.000Z,209900,60929,24861,6107.1
1998-08-28T09:00:00.000Z,201380,58371,23770,5821.4
1998-08-28T10:00:00.000Z,195290,56700,23075,5653.1
1998-08-28T11:00:00.000Z,191480,55471,22579,5515.3
1998-08-28T12:00:00.000Z,187190,53957,21865,5336.7
1998-08-28T13:00:00.000Z,180480,51986,21052,5137.8
1998-08-28T14:00:00.000Z,176620,50871,20437,4983.2
1998-08-28T15:00:00.000Z,182240,52200,20992,5107.1
1998-08-28T16:00:00.000Z,179520,51657,20694,5015.8
1998-08-28T17:00:00.000Z,172900,49786,19881,4828.6
1998-08-28T18:00:00.000Z,171620,49529,19752,4753.1
1998-08-28T19:00:00.000Z,168380,48414,19147,4575
1998-08-28T20:00:00.000Z,163810,47100,18512,4438.8
1998-08-28T21:00:00.000Z,159860,45729,17887,4297.4
1998-08-28T22:00:00.000Z,155000,43957,17133,4138.3
1998-08-28T23:00:00.000Z,149330,42257,16597,3984.7
1998-08-29T00:00:00.000Z,144900,40843,16062,3806.6
1998-08-29T01:00:00.000Z,142380,40086,15754,3734.7
1998-08-29T02:00:00.000Z,141670,39886,15546,3694.9
1998-08-29T03:00:00.000Z,134620,37771,14812,3511.7
1998-08-29T04:00:00.000Z,131570,36871,14454,3418.4
1998-08-29T05:00:00.000Z,130810,36600,14286,3393.9
1998-08-29T06:00:00.000Z,125620,35157,13750,3273
1998-08-29T07:00:00.000Z,121100,34014,13363,3172.4
1998-08-29T08:00:00.000Z,117670,33043,12976,3065.3
1998-08-29T09:00:00.000Z,115860,32543,12788,3033.2
1998-08-29T10:00:00.000Z,109710,30643,11944,2824.5
1998-08-29T11:00:00.000Z,108520,30100,11687,2747.4
1998-08-29T12:00:00.000Z,106430,29457,11399,2688.3
1998-08-29T13:00:00.000Z,98762,27343,10635,2503.1
1998-08-29T14:00:00.000Z,88667,24643,9601.2,2281.6
1998-08-29T15:00:00.000Z,87571,24486,9522.8,2239.8
1998-08-29T16:00:00.000Z,86429,24114,9302.6,2188.8
1998-08-29T17:00:00.000Z,82476,23029,8783.7,2082.1
1998-08-29T18:00:00.000Z,87190,27229,9970.2,2157.7
1998-08-29T19:00:00.000Z,96238,25943,9478.2,2121.9
1998-08-29T20:00:00.000Z,85000,23257,8688.5,1975.5
1998-08-29T21:00:00.000Z,84190,23186,8611.1,1987.8
1998-08-29T22:00:00.000Z,82857,22671,8539.7,1952.6
1998-08-29T23:00:00.000Z,75619,20714,7767.9,1770.4
1998-09-07T00:00:00.000Z,2778.1,661.71,230.16,56.276
1998-09-07T01:00:00.000Z,2660.5,639.57,212.5,53.98
1998-09-07T02:00:00.000Z,2599.5,633.29,209.33,51.071
1998-09-07T03:00:00.000Z,2465.7,588.57,197.02,49
1998-09-07T04:00:00.000Z,2310.5,547.86,181.75,48.74
1998-09-07T05:00:00.000Z,2146.7,508.71,174.4,44.959
1998-09-07T06:00:00.000Z,1960,476.71,170.24,45.071
1998-09-07T07:00:00.000Z,1830,446.57,159.82,42.903
1998-09-07T08:00:00.000Z,1744.3,416.57,148.81,42.077
1998-09-07T09:00:00.000Z,1753.3,414.29,152.48,42.378
1998-09-07T10:00:00.000Z,1672.9,402.29,149.7,42.071
1998-09-07T11:00:00.000Z,1631.4,383.71,143.95,40.622
1998-09-07T12:00:00.000Z,1562.9,373.29,136.41,40.352
1998-09-07T13:00:00.000Z,1625.2,382.14,142.96,41.388
1998-09-07T14:00:00.000Z,1521.4,355.43,134.92,39.27
1998-09-07T15:00:00.000Z,1392.9,353,140.67,40.158
1998-09-07T16:00:00.000Z,1393.8,354.86,137.5,40.281
1998-09-07T17:00:00.000Z,1322.9,347.14,134.42,39.173
1998-09-07T18:00:00.000Z,1278.1,345.43,132.44,39.087
1998-09-07T19:00:00.000Z,1273.3,333.57,130.65,38.801
1998-09-07T20:00:00.000Z,1252.4,327.43,129.27,36.974
1998-09-07T21:00:00.000Z,1379,324.86,125.3,37.301
1998-09-07T22:00:00.000Z,1369.5,329.86,126.79,37.679
1998-09-07T23:00:00.000Z,1211,306.86,117.06,36.26
1998-09-08T00:00:00.000Z,1175.7,296.71,117.76,36.459
1998-09-08T01:00:00.000Z,1176.7,300.71,119.94,35.867
1998-09-08T02:00:00.000Z,1151.9,295,120.93,34.969
1998-09-08T03:00:00.000Z,1227.6,297,121.53,36.383
1998-09-08T04:00:00.000Z,1127.1,282.71,114.68,36.449
1998-09-08T05:00:00.000Z,1501.9,336.57,118.45,36.082
1998-09-08T06:00:00.000Z,1446.7,322.86,114.98,34.418
1998-09-08T07:00:00.000Z,1581,325.43,118.06,34.429
1998-09-08T08:00:00.000Z,1779,347.14,119.94,35.107
1998-09-08T09:00:00.000Z,1363.3,306.71,112.2,33.969
1998-09-08T10:00:00.000Z,1620.5,323.71,119.35,35.77
1998-09-08T11:00:00.000Z,1577.6,314.14,121.13,35.923
1998-09-08T12:00:00.000Z,1337.1,286.43,102.68,34.092
1998-09-08T13:00:00.000Z,1213.3,272.71,105.56,33.791
1998-09-08T14:00:00.000Z,1303.8,282.71,112.4,35.189
1998-09-08T15:00:00.000Z,4133.3,614.86,139.58,35.464
1998-09-08T16:00:00.000Z,1657.6,328.86,120.63,35.423
1998-09-08T17:00:00.000Z,1341.9,310.29,121.63,35.398
1998-09-08T18:00:00.000Z,1469,328.57,125,36.107
1998-09-08T19:00:00.000Z,1461.9,310.57,117.16,35.781
1998-09-08T20:00:00.000Z,1591,334.86,133.04,39.332
1998-09-08T21:00:00.000Z,1371.4,310,122.02,39.566
1998-09-08T22:00:00.000Z,1217.1,284.86,115.77,33.281
1998-09-08T23:00:00.000Z,1446.2,308.57,123.81,37.219
1998-09-09T00:00:00.000Z,1415.2,307.29,121.23,37.847
1998-09-09T01:00:00.000Z,1389,305.29,121.03,36.184
1998-09-09T02:00:00.000Z,1151.4,281.14,110.12,34.122
1998-09-09T03:00:00.000Z,1332.4,342.57,126.09,36.969
1998-09-09T04:00:00.000Z,2655.7,505.71,154.07,40.281
1998-09-09T05:00:00.000Z,74524,22943,7545.6,1111.7
1998-09-09T06:00:00.000Z,146000,35114,8989.1,1189.3
1998-09-09T07:00:00.000Z,114330,23600,5529.8,709.69
1998-09-09T08:00:00.000Z,75429,14986,3398.8,427.14
1998-09-09T09:00:00.000Z,59429,11320,2404.8,296.22
1998-09-09T10:00:00.000Z,34686,7020,1520.8,190.26
1998-09-09T11:00:00.000Z,32433,5970,1247,159.64
1998-09-09T12:00:00.000Z,39510,6451.4,1233.1,154.64
1998-09-09T13:00:00.000Z,36310,5762.9,1068.5,132.86
1998-09-09T14:00:00.000Z,24633,4082.9,784.52,102.3
1998-09-09T15:00:00.000Z,20405,3377.1,654.56,86.02
1998-09-09T16:00:00.000Z,14557,2475.7,506.94,72.398
1998-09-09T17:00:00.000Z,10076,1792.9,401.59,62.143
1998-09-09T18:00:00.000Z,9090.5,1614.3,354.17,57.092
1998-09-09T19:00:00.000Z,7757.1,1405.6,317.56,53.52
1998-09-09T20:00:00.000Z,6890.5,1249.6,290.38,52.959
1998-09-09T21:00:00.000Z,5976.2,1104.1,266.67,49.903
1998-09-09T22:00:00.000Z,5276.2,1019.9,244.25,46.27
1998-09-09T23:00:00.000Z,5057.1,990.29,249.11,47.311
1998-09-10T00:00:00.000Z,5757.1,966,223.02,43.577
1998-09-10T01:00:00.000Z,5200,917.43,215.58,41.74
1998-09-10T02:00:00.000Z,4722.4,818.14,198.21,41.199
1998-09-10T03:00:00.000Z,3909.5,733.43,184.52,40.898
1998-09-10T04:00:00.000Z,3622.4,674,176.29,38.005
1998-09-10T05:00:00.000Z,3059,626.86,163.29,37.077
1998-09-10T06:00:00.000Z,2786.7,576.14,161.21,37.286
1998-09-10T07:00:00.000Z,2633.3,549.71,156.75,36.597
1998-09-10T08:00:00.000Z,2481,536.57,148.91,36.204
1998-09-10T09:00:00.000Z,2410.5,504.71,141.07,34.811
1998-09-10T10:00:00.000Z,2286.7,480.14,136.9,34.219
1998-09-10T11:00:00.000Z,2203.3,472.57,135.02,35.719
1998-09-10T12:00:00.000Z,2021.9,441,131.35,34.163
1998-09-10T13:00:00.000Z,1951.9,424.71,127.68,34.566
1998-09-10T14:00:00.000Z,1862.9,409.43,125.69,34.556
1998-09-10T15:00:00.000Z,1802.9,401,120.04,33.704
1998-09-10T16:00:00.000Z,1758.1,381.43,117.56,31.291
1998-09-10T17:00:00.000Z,1691,366,116.96,31.995
1998-09-10T18:00:00.000Z,1605.7,358.71,114.98,32.827
1998-09-10T19:00:00.000Z,1545.2,348.57,112.5,32.051
1998-09-10T20:00:00.000Z,1399.5,319.57,103.47,30.607
1998-09-10T21:00:00.000Z,1353.3,311.14,100.6,30.536
1998-09-10T22:00:00.000Z,1321.4,305.86,101.79,30.566
1998-09-10T23:00:00.000Z,1314.3,309.71,100.99,30.408
1998-09-11T00:00:00.000Z,1242.4,286.14,98.016,30.327
1998-09-11T01:00:00.000Z,1191.9,289,95.248,29.199
1998-09-11T02:00:00.000Z,1178.6,280.29,96.647,30.347
1998-09-11T03:00:00.000Z,1144.3,272.57,95.873,30.102
1998-09-11T04:00:00.000Z,1171,281.43,97.153,28.526
1998-09-11T05:00:00.000Z,1111.4,268,92.073,27.852
1998-09-11T06:00:00.000Z,1099,264,93.859,29.056
1998-09-11T07:00:00.000Z,1085.2,269.86,95.933,29.413
1998-09-11T08:00:00.000Z,1144.3,272.57,98.026,31.653
1998-09-11T09:00:00.000Z,1123.3,276.43,98.383,29.796
1998-09-11T10:00:00.000Z,1070.5,259.57,95.169,29.531
1998-09-11T11:00:00.000Z,1042.4,260.57,94.077,29.638
1998-09-11T12:00:00.000Z,1027.6,259.86,93.204,30.429
1998-09-11T13:00:00.000Z,1110.5,265.29,97.232,30.5
1998-09-11T14:00:00.000Z,1065.7,257,95.069,31.23
1998-09-11T15:00:00.000Z,1003.8,256.86,90.109,28.98
1998-09-11T16:00:00.000Z,1002.4,256.57,98.155,31.148
1998-09-11T17:00:00.000Z,984.76,246.29,90.357,30.281
1998-09-11T18:00:00.000Z,997.14,250.86,95.268,30.087
1998-09-11T19:00:00.000Z,988.57,253,91.875,30.077
1998-09-11T20:00:00.000Z,1017.1,251,96.23,30.668
1998-09-11T21:00:00.000Z,1022.4,257.71,95.278,29.474
1998-09-11T22:00:00.000Z,1032.4,247.14,93.036,29.418
1998-09-11T23:00:00.000Z,904.76,237.43,88.909,29.867
